#HydraHarp 400  Histogram Data			02/25/2021 12:52:45 PM
#channels per curve
65536
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0.0160	0.0160	
#counts
60	0	
72	0	
56	0	
56	0	
64	0	
61	0	
53	0	
69	0	
60	0	
58	0	
71	0	
54	0	
64	0	
55	0	
66	0	
81	0	
58	0	
57	0	
80	0	
71	0	
76	0	
80	0	
55	0	
69	0	
72	0	
65	0	
75	0	
73	0	
80	0	
73	0	
70	0	
91	0	
86	0	
104	0	
114	0	
146	0	
137	0	
145	0	
226	0	
230	0	
287	0	
385	0	
494	0	
589	0	
739	0	
948	0	
1212	0	
1499	0	
1798	0	
2266	0	
2724	0	
3471	0	
4300	0	
5122	0	
6362	0	
7809	0	
9465	0	
11272	0	
13260	0	
15239	0	
18051	0	
20377	0	
23147	0	
25366	0	
27897	0	
30141	0	
32256	0	
33771	0	
35064	0	
35877	0	
36252	0	
36859	0	
36610	0	
36143	0	
35055	0	
34162	0	
33096	0	
31395	0	
30482	0	
28846	0	
27651	0	
26373	0	
24806	0	
23755	0	
22300	0	
20731	0	
19564	0	
18599	0	
17258	0	
16040	0	
15191	0	
14300	0	
13503	0	
12463	0	
11796	0	
11267	0	
10346	0	
9725	0	
9207	0	
8425	0	
8169	0	
7575	0	
7118	0	
6773	0	
6213	0	
5794	0	
5530	0	
5214	0	
4835	0	
4661	0	
4314	0	
4015	0	
3759	0	
3526	0	
3309	0	
3200	0	
2929	0	
2794	0	
2747	0	
2567	0	
2340	0	
2308	0	
2139	0	
1977	0	
1884	0	
1756	0	
1628	0	
1587	0	
1519	0	
1421	0	
1341	0	
1173	0	
1230	0	
1093	0	
1072	0	
967	0	
995	0	
862	0	
858	0	
849	0	
751	0	
701	0	
711	0	
684	0	
649	0	
580	0	
549	0	
545	0	
510	0	
522	0	
472	0	
454	0	
438	0	
404	0	
382	0	
360	0	
291	0	
360	0	
332	0	
304	0	
282	0	
268	0	
279	0	
275	0	
233	0	
227	0	
229	0	
222	0	
197	0	
206	0	
196	0	
194	0	
179	0	
173	0	
176	0	
180	0	
173	0	
140	0	
129	0	
140	0	
129	0	
151	0	
131	0	
151	0	
120	0	
120	0	
119	0	
127	0	
117	0	
102	0	
107	0	
100	0	
116	0	
99	0	
117	0	
