#HydraHarp 400  Histogram Data			02/02/2021 08:14:06 AM
#channels per curve
65536
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0.0160	0.0160	
#counts
30	0	
40	0	
32	0	
34	0	
32	0	
33	0	
41	0	
33	0	
45	0	
30	0	
40	0	
32	0	
38	0	
31	0	
34	0	
34	0	
34	0	
34	0	
27	0	
37	0	
45	0	
27	0	
30	0	
37	0	
35	0	
50	0	
45	0	
41	0	
38	0	
46	0	
44	0	
47	0	
54	0	
59	0	
58	0	
55	0	
70	0	
60	0	
100	0	
128	0	
121	0	
170	0	
190	0	
222	0	
339	0	
382	0	
511	0	
613	0	
782	0	
1021	0	
1237	0	
1448	0	
1830	0	
2262	0	
2734	0	
3305	0	
3931	0	
4784	0	
5535	0	
6418	0	
7274	0	
8289	0	
9385	0	
10405	0	
11200	0	
12225	0	
12593	0	
13262	0	
13645	0	
14008	0	
14001	0	
14154	0	
14039	0	
13620	0	
13327	0	
12689	0	
12542	0	
11752	0	
11376	0	
10733	0	
9986	0	
9510	0	
8727	0	
8190	0	
7797	0	
7258	0	
6835	0	
6289	0	
6003	0	
5481	0	
5139	0	
4762	0	
4378	0	
4201	0	
3820	0	
3523	0	
3474	0	
3020	0	
2896	0	
2648	0	
2538	0	
2244	0	
2235	0	
2090	0	
1886	0	
1788	0	
1629	0	
1562	0	
1418	0	
1295	0	
1262	0	
1203	0	
1079	0	
984	0	
985	0	
803	0	
783	0	
776	0	
729	0	
650	0	
581	0	
576	0	
552	0	
493	0	
492	0	
425	0	
416	0	
399	0	
385	0	
365	0	
286	0	
318	0	
264	0	
278	0	
254	0	
250	0	
255	0	
227	0	
205	0	
187	0	
187	0	
204	0	
167	0	
174	0	
160	0	
136	0	
137	0	
120	0	
137	0	
116	0	
90	0	
118	0	
118	0	
98	0	
91	0	
92	0	
81	0	
83	0	
79	0	
88	0	
84	0	
74	0	
62	0	
77	0	
60	0	
57	0	
72	0	
56	0	
62	0	
58	0	
56	0	
55	0	
55	0	
54	0	
60	0	
45	0	
54	0	
42	0	
43	0	
30	0	
34	0	
40	0	
37	0	
41	0	
33	0	
47	0	
47	0	
40	0	
41	0	
42	0	
37	0	
31	0	
41	0	
40	0	
36	0	
47	0	
40	0	
37	0	
49	0	
38	0	
