#HydraHarp 400  Histogram Data			05/31/2021 09:42:53 PM
#channels per curve
65536
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0.0160	0.0160	
#counts
34	0	
38	0	
37	0	
40	0	
49	0	
38	0	
37	0	
46	0	
36	0	
36	0	
55	0	
40	0	
33	0	
30	0	
35	0	
58	0	
47	0	
46	0	
38	0	
30	0	
52	0	
50	0	
44	0	
60	0	
59	0	
50	0	
65	0	
79	0	
64	0	
73	0	
79	0	
115	0	
120	0	
160	0	
221	0	
234	0	
379	0	
407	0	
587	0	
742	0	
933	0	
1191	0	
1452	0	
1899	0	
2287	0	
3028	0	
3728	0	
4574	0	
5739	0	
7030	0	
8649	0	
10676	0	
13098	0	
16009	0	
19186	0	
23167	0	
27300	0	
32166	0	
36679	0	
42079	0	
47539	0	
52765	0	
57783	0	
62756	0	
66497	0	
70112	0	
72746	0	
74757	0	
75904	0	
76576	0	
76062	0	
75020	0	
73508	0	
72090	0	
68988	0	
66863	0	
63938	0	
60884	0	
58726	0	
55800	0	
52810	0	
50156	0	
47251	0	
44738	0	
42163	0	
39722	0	
37954	0	
35843	0	
33361	0	
31529	0	
29532	0	
27741	0	
26211	0	
24731	0	
23350	0	
22013	0	
20581	0	
19474	0	
18264	0	
17298	0	
15993	0	
15127	0	
14145	0	
13240	0	
12579	0	
11746	0	
11091	0	
10642	0	
10007	0	
9272	0	
8924	0	
8149	0	
7866	0	
7505	0	
6977	0	
6520	0	
6199	0	
5867	0	
5494	0	
5157	0	
4898	0	
4652	0	
4449	0	
4152	0	
4033	0	
3787	0	
3387	0	
3348	0	
3076	0	
3050	0	
2760	0	
2470	0	
2409	0	
2238	0	
2219	0	
2084	0	
2029	0	
1763	0	
1767	0	
1651	0	
1544	0	
1524	0	
1422	0	
1283	0	
1261	0	
1158	0	
1184	0	
1077	0	
1017	0	
994	0	
897	0	
870	0	
839	0	
738	0	
761	0	
698	0	
712	0	
634	0	
596	0	
544	0	
559	0	
520	0	
483	0	
435	0	
428	0	
417	0	
380	0	
365	0	
389	0	
330	0	
303	0	
320	0	
275	0	
303	0	
260	0	
270	0	
260	0	
239	0	
214	0	
199	0	
225	0	
206	0	
176	0	
173	0	
174	0	
159	0	
166	0	
155	0	
119	0	
121	0	
146	0	
149	0	
